Location,Station,Date,Time,Temperature_F,DewPoint_F,Humidity_Percentage,Wind,WindSpeed_mph,WindGust_mph,Pressure_in,Precipitation_in,Condition,Data Collection Source
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,7:53 PM,73 °F,65 °F,76 %,NE,9 mph,0 mph,29.33 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,8:53 PM,72 °F,65 °F,78 %,NNE,10 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,9:45 PM,71 °F,65 °F,81 %,ENE,5 mph,0 mph,29.33 in,0.2 in,Heavy Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,9:53 PM,70 °F,65 °F,84 %,N,8 mph,0 mph,29.33 in,0.4 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,10:36 PM,70 °F,66 °F,87 %,NE,6 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,10:53 PM,70 °F,66 °F,87 %,NE,6 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/12/21,11:53 PM,71 °F,66 °F,84 %,CALM,0 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,12:53 AM,71 °F,66 °F,84 %,CALM,0 mph,0 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,1:53 AM,70 °F,66 °F,87 %,CALM,0 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,2:12 AM,70 °F,66 °F,87 %,CALM,0 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,2:53 AM,70 °F,66 °F,87 %,N,3 mph,0 mph,29.30 in,0.0 in,Fog,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,3:53 AM,70 °F,66 °F,87 %,E,3 mph,0 mph,29.29 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,4:17 AM,70 °F,67 °F,90 %,CALM,0 mph,0 mph,29.30 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,4:53 AM,70 °F,67 °F,90 %,CALM,0 mph,0 mph,29.30 in,0.0 in,Fog,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,5:29 AM,70 °F,66 °F,87 %,S,3 mph,0 mph,29.30 in,0.0 in,Fog,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,5:53 AM,70 °F,66 °F,87 %,S,5 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,6:53 AM,70 °F,67 °F,90 %,SSW,8 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,7:53 AM,70 °F,67 °F,90 %,SSW,6 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,8:36 AM,72 °F,68 °F,87 %,WSW,6 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,8:53 AM,72 °F,67 °F,84 %,WSW,6 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,9:53 AM,71 °F,66 °F,84 %,WNW,6 mph,0 mph,29.34 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,10:13 AM,74 °F,68 °F,82 %,NW,9 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,10:27 AM,72 °F,66 °F,81 %,NW,8 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,10:53 AM,72 °F,65 °F,78 %,NW,10 mph,0 mph,29.34 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,11:53 AM,73 °F,65 °F,76 %,W,8 mph,0 mph,29.35 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,12:53 PM,72 °F,65 °F,78 %,W,9 mph,0 mph,29.36 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,1:35 PM,75 °F,66 °F,73 %,W,8 mph,0 mph,29.36 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,1:53 PM,76 °F,65 °F,69 %,WNW,12 mph,0 mph,29.36 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,2:53 PM,78 °F,64 °F,62 %,W,5 mph,0 mph,29.35 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,3:44 PM,78 °F,64 °F,62 %,WNW,8 mph,0 mph,29.36 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,3:53 PM,79 °F,64 °F,60 %,W,10 mph,0 mph,29.36 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,4:53 PM,78 °F,63 °F,60 %,W,9 mph,0 mph,29.36 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,5:53 PM,81 °F,64 °F,56 %,W,10 mph,0 mph,29.35 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,6:53 PM,79 °F,63 °F,58 %,WSW,12 mph,0 mph,29.36 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,7:53 PM,78 °F,64 °F,62 %,SW,7 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,8:53 PM,76 °F,64 °F,67 %,SW,7 mph,0 mph,29.38 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,9:53 PM,75 °F,65 °F,71 %,SW,7 mph,0 mph,29.40 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,10:53 PM,74 °F,65 °F,73 %,SSW,7 mph,0 mph,29.40 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/13/21,11:53 PM,72 °F,65 °F,78 %,SW,6 mph,0 mph,29.42 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,12:53 AM,72 °F,65 °F,78 %,WSW,7 mph,0 mph,29.42 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,1:53 AM,72 °F,65 °F,78 %,SW,7 mph,0 mph,29.43 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,2:53 AM,71 °F,64 °F,78 %,WSW,7 mph,0 mph,29.43 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,3:53 AM,71 °F,64 °F,78 %,SW,7 mph,0 mph,29.44 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,4:53 AM,70 °F,64 °F,81 %,SW,6 mph,0 mph,29.44 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,5:53 AM,70 °F,64 °F,81 %,SSW,5 mph,0 mph,29.44 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,6:53 AM,71 °F,65 °F,81 %,SSW,6 mph,0 mph,29.44 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,7:53 AM,75 °F,66 °F,73 %,SW,8 mph,0 mph,29.46 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,8:53 AM,77 °F,66 °F,69 %,W,10 mph,0 mph,29.47 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,9:53 AM,79 °F,66 °F,64 %,SW,9 mph,0 mph,29.46 in,0.0 in,Fair,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,10:53 AM,82 °F,65 °F,56 %,SSW,10 mph,0 mph,29.45 in,0.0 in,Partly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,11:53 AM,84 °F,64 °F,51 %,SSW,14 mph,0 mph,29.44 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,12:53 PM,84 °F,62 °F,47 %,SSW,15 mph,23 mph,29.44 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,1:53 PM,84 °F,64 °F,51 %,SSW,13 mph,24 mph,29.41 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,2:53 PM,84 °F,64 °F,51 %,SSW,13 mph,21 mph,29.42 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,3:53 PM,83 °F,65 °F,54 %,SSW,13 mph,26 mph,29.41 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,4:53 PM,82 °F,66 °F,58 %,SSW,12 mph,21 mph,29.40 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,5:53 PM,81 °F,67 °F,62 %,SSW,9 mph,0 mph,29.38 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,6:53 PM,82 °F,67 °F,60 %,S,15 mph,23 mph,29.33 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,7:53 PM,81 °F,67 °F,62 %,S,12 mph,0 mph,29.33 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,8:53 PM,80 °F,68 °F,67 %,S,12 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,9:53 PM,80 °F,68 °F,67 %,S,14 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,10:53 PM,79 °F,67 °F,66 %,SSW,15 mph,23 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/14/21,11:53 PM,78 °F,67 °F,68 %,SSW,13 mph,25 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,12:53 AM,78 °F,66 °F,66 %,SSW,15 mph,23 mph,29.29 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,1:53 AM,78 °F,66 °F,66 %,SSW,15 mph,26 mph,29.29 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,2:53 AM,78 °F,66 °F,66 %,SSW,14 mph,25 mph,29.27 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,3:37 AM,78 °F,67 °F,68 %,WSW,13 mph,24 mph,29.27 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,3:53 AM,77 °F,67 °F,71 %,WSW,18 mph,29 mph,29.27 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,4:53 AM,72 °F,65 °F,78 %,WSW,16 mph,28 mph,29.26 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,5:53 AM,71 °F,65 °F,81 %,WSW,18 mph,25 mph,29.27 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,6:53 AM,71 °F,65 °F,81 %,WSW,13 mph,0 mph,29.27 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,7:53 AM,71 °F,65 °F,81 %,W,9 mph,0 mph,29.28 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,8:53 AM,72 °F,66 °F,81 %,W,9 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,9:17 AM,72 °F,66 °F,81 %,W,7 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,9:35 AM,73 °F,66 °F,79 %,WSW,8 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,9:53 AM,74 °F,67 °F,79 %,WSW,10 mph,0 mph,29.30 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,10:39 AM,75 °F,66 °F,73 %,W,13 mph,23 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,10:53 AM,75 °F,66 °F,73 %,W,10 mph,0 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,11:53 AM,75 °F,66 °F,73 %,WSW,12 mph,23 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,12:53 PM,76 °F,66 °F,71 %,WSW,15 mph,0 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,1:53 PM,77 °F,67 °F,71 %,WSW,9 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,2:45 PM,79 °F,68 °F,69 %,W,10 mph,0 mph,29.29 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,2:53 PM,79 °F,68 °F,69 %,SW,12 mph,16 mph,29.29 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,3:53 PM,79 °F,67 °F,66 %,WSW,10 mph,18 mph,29.29 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,4:53 PM,79 °F,67 °F,66 %,SW,8 mph,0 mph,29.29 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,5:53 PM,79 °F,66 °F,64 %,W,7 mph,0 mph,29.28 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,6:53 PM,77 °F,66 °F,69 %,E,6 mph,0 mph,29.29 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,7:08 PM,76 °F,65 °F,69 %,E,9 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,7:53 PM,73 °F,65 °F,76 %,NE,9 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,8:53 PM,71 °F,65 °F,81 %,ENE,12 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,9:00 PM,71 °F,64 °F,78 %,E,13 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,9:53 PM,71 °F,64 °F,78 %,E,7 mph,0 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,10:53 PM,71 °F,64 °F,78 %,E,8 mph,0 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,11:24 PM,71 °F,64 °F,78 %,NE,8 mph,0 mph,29.32 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,11:39 PM,70 °F,64 °F,81 %,N,5 mph,0 mph,29.32 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/15/21,11:53 PM,70 °F,65 °F,84 %,N,10 mph,0 mph,29.32 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,12:28 AM,69 °F,65 °F,87 %,ENE,10 mph,0 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,12:53 AM,68 °F,64 °F,87 %,ENE,10 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,1:53 AM,69 °F,64 °F,84 %,NNE,6 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,2:28 AM,68 °F,63 °F,84 %,NE,9 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,2:53 AM,68 °F,63 °F,84 %,ENE,8 mph,0 mph,29.31 in,0.0 in,Light Rain,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,3:53 AM,68 °F,63 °F,84 %,NE,6 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,4:53 AM,68 °F,63 °F,84 %,NNE,8 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,5:24 AM,68 °F,63 °F,84 %,NNE,7 mph,0 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,5:53 AM,68 °F,63 °F,84 %,N,6 mph,0 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,6:53 AM,68 °F,63 °F,84 %,NNE,6 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,7:49 AM,70 °F,64 °F,83 %,NE,6 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,7:53 AM,69 °F,64 °F,84 %,NE,8 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,8:53 AM,70 °F,64 °F,81 %,ENE,8 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,9:43 AM,70 °F,64 °F,81 %,ENE,9 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,9:53 AM,71 °F,65 °F,81 %,NNE,7 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,10:53 AM,72 °F,64 °F,76 %,NE,10 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,11:34 AM,73 °F,64 °F,73 %,NNE,10 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,11:53 AM,74 °F,64 °F,71 %,NNE,10 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,12:53 PM,74 °F,63 °F,68 %,NE,13 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,1:24 PM,74 °F,63 °F,68 %,N,13 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,1:41 PM,74 °F,63 °F,68 %,NNE,13 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,1:53 PM,74 °F,63 °F,68 %,N,13 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,2:53 PM,73 °F,63 °F,71 %,NNE,10 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,3:53 PM,73 °F,61 °F,66 %,N,12 mph,18 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,4:53 PM,73 °F,59 °F,61 %,NNE,15 mph,0 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,5:53 PM,72 °F,58 °F,61 %,N,12 mph,21 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,6:53 PM,71 °F,58 °F,63 %,N,12 mph,0 mph,29.30 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,7:27 PM,71 °F,57 °F,61 %,N,14 mph,20 mph,29.31 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,7:53 PM,69 °F,59 °F,70 %,N,13 mph,0 mph,29.31 in,0.0 in,Light Drizzle,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,8:09 PM,68 °F,61 °F,78 %,N,12 mph,0 mph,29.32 in,0.0 in,Light Drizzle,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,8:53 PM,68 °F,63 °F,84 %,N,8 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,9:53 PM,68 °F,63 °F,84 %,N,8 mph,0 mph,29.33 in,0.0 in,Light Drizzle,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,10:38 PM,68 °F,64 °F,87 %,N,10 mph,0 mph,29.33 in,0.0 in,Light Drizzle,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,10:53 PM,68 °F,64 °F,87 %,N,8 mph,0 mph,29.33 in,0.0 in,Light Drizzle,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,11:21 PM,68 °F,64 °F,87 %,N,7 mph,0 mph,29.33 in,0.0 in,Light Drizzle,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/16/21,11:53 PM,69 °F,64 °F,84 %,NNE,10 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,12:39 AM,69 °F,63 °F,81 %,NNE,12 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,12:53 AM,69 °F,63 °F,81 %,NNE,10 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,1:53 AM,70 °F,62 °F,76 %,NNE,10 mph,0 mph,29.32 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,2:53 AM,69 °F,63 °F,81 %,NNE,7 mph,0 mph,29.33 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,3:53 AM,69 °F,63 °F,81 %,NNE,12 mph,0 mph,29.34 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,4:53 AM,69 °F,63 °F,81 %,NNE,12 mph,0 mph,29.35 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,5:53 AM,69 °F,62 °F,78 %,NNE,8 mph,0 mph,29.37 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,6:53 AM,69 °F,62 °F,78 %,N,12 mph,0 mph,29.38 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,7:53 AM,70 °F,63 °F,78 %,N,12 mph,0 mph,29.41 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,8:50 AM,73 °F,63 °F,69 %,N,10 mph,0 mph,29.42 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,8:53 AM,73 °F,63 °F,71 %,N,10 mph,0 mph,29.42 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,9:53 AM,74 °F,62 °F,66 %,N,14 mph,0 mph,29.43 in,0.0 in,Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,10:53 AM,75 °F,62 °F,64 %,NE,15 mph,0 mph,29.43 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,11:53 AM,75 °F,62 °F,64 %,N,14 mph,22 mph,29.45 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,12:53 PM,77 °F,59 °F,54 %,NNE,15 mph,0 mph,29.44 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,1:53 PM,78 °F,61 °F,56 %,NNE,10 mph,20 mph,29.45 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,2:53 PM,77 °F,63 °F,62 %,NE,13 mph,21 mph,29.46 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,3:53 PM,76 °F,62 °F,62 %,NE,8 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,4:40 PM,76 °F,62 °F,62 %,NNE,9 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,4:53 PM,76 °F,62 °F,62 %,N,9 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,5:53 PM,75 °F,60 °F,60 %,NE,10 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,6:53 PM,74 °F,59 °F,59 %,NE,10 mph,0 mph,29.44 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,7:53 PM,72 °F,58 °F,61 %,NE,12 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,Weather Underground
"Chicago, IL",Chicago Midway International Airport Station,7/17/21,8:53 PM,72 °F,57 °F,59 %,NNE,14 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,Weather Underground
